Operating_Temperature_C,Current_Density_mA_cm2,Cell_Voltage_V,Cathode_Pressure_bar,Anode_Pressure_bar,Anode_Catalyst_Type,Anode_Catalyst_Loading_mg_cm2,Cathode_Catalyst_Type,Cathode_Catalyst_Loading_mg_cm2,Membrane_Type,Membrane_Thickness_um,Membrane_Water_Content_lambda,Water_Flow_Rate_mL_min,Water_Flow_Rate_L_min,Power_Density_W_cm2,H2_Production_Rate_mL_min,H2_Production_Rate_NL_h,Energy_Efficiency_percent,Temp_x_CurrentDensity,CurrentDensity_per_MembraneThickness,Pressure_Differential,Anode_Catalyst_Activity,Membrane_Resistance_Index,Power_per_Temperature,Cathode_Catalyst_Efficiency,Voltage_per_Temperature,Current_Efficiency,Total_Catalyst_Loading
53.37,1914.46,1.78,17.21,1.44,IrO2,1.79,Pt/C,0.25,Nafion_115,137.21,17.18,30797.31,30.8,3.4,333.35,20.0,83.26,102174.73019999999,13.952773121492601,15.770000000000001,3.052361703057388,7.986612339930152,0.06370620198613454,4.3025,0.033352070451564554,0.17412220678415846,2.04
67.49,1163.62,1.62,15.66,3.92,IrO2,1.28,Pt/C,0.1,Nafion_117,181.39,19.47,9358.67,9.36,1.89,202.61,12.16,91.11,78532.71379999998,6.415017365896687,11.74,2.5137108255898726,9.31638418079096,0.028004148762779672,1.566,0.02400355608238258,0.17412041731836858,1.3800000000000001
64.72,1455.98,1.7,14.15,3.67,Ir_black,1.38,Pt/C,0.11,Nafion_212,49.93,20.34,21786.12,21.79,2.47,253.52,15.21,87.22,94231.0256,29.160424594432207,10.48,2.636055046920813,2.454768928220256,0.03816440049443758,1.5565,0.02626699629171817,0.17412327092405117,1.49
72.12,1451.91,1.7,8.28,3.0,Ir_black,1.99,Pt/C,0.07,Nafion_117,181.61,19.3,27418.85,27.42,2.48,252.81,15.17,86.82,104711.7492,7.994658884422663,5.279999999999999,4.093231020458049,9.409844559585492,0.03438713255684969,0.5796,0.02357182473655019,0.1741223629563816,2.06
59.19,1563.56,1.81,22.98,2.79,IrRuOx,0.7,Pt/C,0.11,Nafion_117,179.94,23.35,23751.68,23.75,2.83,272.25,16.33,81.73,92547.1164,8.689340891408246,20.19,1.2651934761546093,7.706209850107066,0.04781213042743707,2.5278,0.030579489778678835,0.17412187571951188,0.8099999999999999
42.2,1503.55,1.7,14.51,3.86,Ir_black,1.74,Pt/C,0.15,Nafion_117,175.93,19.86,28741.81,28.74,2.56,261.8,15.71,86.82,63449.810000000005,8.546296822599897,10.65,2.653514832948906,8.858509566968783,0.060663507109004734,2.1765,0.04028436018957346,0.17412124638355891,1.89
67.02,3505.68,2.11,9.89,1.86,IrRuOx,1.71,Pt/C,0.17,Nafion_212,52.47,18.34,45031.03,45.03,7.39,610.41,36.62,70.16,234950.67359999998,66.81303602058318,8.030000000000001,3.342414234290486,2.8609596510359867,0.11026559236048941,1.6813000000000002,0.03148313936138466,0.1741202847949613,1.88
68.39,1692.05,1.66,13.22,1.56,Ir_black,2.3,Pt/C,0.17,Nafion_212,50.68,20.83,34815.72,34.82,2.81,294.62,17.68,89.06,115719.2995,33.386937647987374,11.66,4.557659038398192,2.4330292846855497,0.04108787834478725,2.2474000000000003,0.024272554467027342,0.17412015011376733,2.4699999999999998
62.27,2283.29,1.84,13.97,1.98,IrO2,1.71,Pt/C,0.13,Nafion_117,180.09,16.62,38793.18,38.79,4.19,397.57,23.85,80.6,142180.4683,12.678605141873508,11.99,3.1873612193669754,10.835740072202166,0.06728761843584391,1.8161,0.02954873936084792,0.17412155267180254,1.8399999999999999
68.68,5126.72,2.5,21.34,3.43,IrO2,1.52,Pt/C,0.22,Nafion_115,122.12,18.44,64385.47,64.39,12.82,892.67,53.56,59.2,352103.12960000004,41.98100229282673,17.91,3.0207656775305045,6.622559652928416,0.18666278392545135,4.6948,0.03640069889341875,0.1741210754634542,1.74
59.96,2770.9,2.08,19.24,1.37,IrO2,1.54,Pt/C,0.19,Nafion_117,186.52,18.17,35720.84,35.72,5.76,482.47,28.95,71.25,166143.16400000002,14.855779541067982,17.869999999999997,2.804940751875451,10.2652724270776,0.09606404269513008,3.6555999999999997,0.03468979319546364,0.17412032191706667,1.73
60.97,3638.0,2.16,19.98,2.76,IrO2,1.69,Pt/C,0.17,Nafion_212,51.99,18.77,63782.35,63.78,7.86,633.45,38.01,68.52,221808.86,69.97499519138296,17.22,3.1093961051725976,2.7698454981353224,0.12891586025914384,3.3966000000000003,0.035427259307856326,0.17412039582188016,1.8599999999999999
57.53,1652.31,1.74,3.12,4.77,IrO2,1.93,Pt/C,0.04,Nafion_115,124.24,20.9,34561.06,34.56,2.88,287.7,17.26,84.88,95057.3943,13.2993399871217,-1.6499999999999995,3.4308910298783992,5.944497607655503,0.05006083782374413,0.12480000000000001,0.03024508951851208,0.17411986854766962,1.97
32.93,1734.15,1.78,14.0,3.68,IrRuOx,1.2,Pt/C,0.03,Nafion_115,132.01,19.11,25810.81,25.81,3.08,301.95,18.12,83.38,57105.5595,13.13650481024165,10.32,1.6679937497778525,6.907901622187336,0.09353173398117219,0.42,0.05405405405405406,0.17411988582302568,1.23
41.34,907.27,1.64,14.98,2.6,IrRuOx,0.63,Pt/C,0.07,Nafion_212,48.51,20.99,11934.51,11.93,1.48,157.97,9.48,90.42,37506.5418,18.702741702741704,12.38,0.9525283014668982,2.311100524059076,0.035800677310111266,1.0486000000000002,0.03967102080309627,0.17411575385497152,0.7
33.82,1637.97,1.88,3.79,1.5,IrRuOx,0.96,Pt/C,0.15,Nafion_117,176.09,19.66,35600.34,35.6,3.08,285.2,17.11,78.75,55396.1454,9.301891078425806,2.29,1.3463241211686539,8.95676500508647,0.09107037256061502,0.5685,0.05558840922531046,0.17411796308845703,1.1099999999999999
64.69,2047.43,1.79,11.27,3.58,IrO2,1.52,Pt/C,0.1,Nafion_117,176.2,18.13,37117.09,37.12,3.66,356.5,21.39,82.7,132448.2467,11.619920544835415,7.6899999999999995,2.902610007613316,9.718698290126861,0.05657752357396816,1.127,0.02767042819601175,0.17412072696014028,1.62
52.89,1671.94,1.72,19.79,2.81,IrRuOx,1.47,Pt/C,0.1,Nafion_115,118.14,21.11,25501.82,25.5,2.87,291.12,17.47,86.19,88428.9066,14.152192314203488,16.98,2.4946848305178206,5.596399810516343,0.05426356589147287,1.979,0.03252032520325203,0.17412108090003228,1.57
60.48,1241.98,1.69,8.46,1.68,IrRuOx,1.11,Pt/C,0.21,Nafion_212,51.41,17.28,19524.67,19.52,2.1,216.25,12.98,87.71,75114.9504,24.15833495428905,6.780000000000001,2.032283454523925,2.9751157407407405,0.034722222222222224,1.7766000000000002,0.027943121693121693,0.17411713554163513,1.32
72.87,1415.15,1.7,15.78,1.61,IrO2,1.68,Pt/C,0.22,Nafion_117,170.84,17.16,17650.1,17.65,2.4,246.41,14.78,87.23,103121.98050000002,8.283481620229455,14.17,3.4816063893537046,9.955710955710956,0.03293536434746809,3.4716,0.0233292164127899,0.1741228844998763,1.9
49.84,2718.23,2.08,10.35,3.96,IrRuOx,0.55,Pt/C,0.22,Nafion_117,173.86,19.23,47609.91,47.61,5.65,473.3,28.4,71.23,135476.58320000002,15.63459105027033,6.39,0.9053469842478367,9.04108164326573,0.11336276083467095,2.277,0.04173354735152488,0.17412065939968288,0.77
56.87,1789.19,1.79,3.22,3.01,IrO2,1.78,Pt/C,0.08,Nafion_117,169.62,17.48,25515.71,25.52,3.21,311.53,18.69,82.5,101751.2353,10.548225445112605,0.2100000000000004,3.143426240093362,9.70366132723112,0.056444522595393,0.2576,0.03147529453138738,0.17411789692542434,1.86
68.24,2350.83,1.86,10.9,3.57,IrO2,1.04,Pt/C,0.15,Nafion_115,126.57,13.84,63126.18,63.13,4.38,409.33,24.56,79.38,160420.63919999998,18.573358615785732,7.33,2.057765557230462,9.145231213872831,0.0641852286049238,1.635,0.027256740914419698,0.17412148049837717,1.19
48.8,2891.01,2.06,26.76,3.79,Ir_black,1.92,Pt/C,0.08,Nafion_117,179.25,20.07,45182.33,45.18,5.94,503.38,30.2,72.0,141081.288,16.12836820083682,22.970000000000002,3.1277853119473424,8.931240657698057,0.12172131147540985,2.1408,0.04221311475409836,0.17411907949125044,2.0
38.8,3755.53,2.29,20.71,2.73,IrO2,1.1,Pt/C,0.06,Nafion_115,125.37,19.27,58948.78,58.95,8.6,653.91,39.23,64.62,145714.56399999998,29.95557150833533,17.98,1.621432762716956,6.505967825635704,0.2216494845360825,1.2426,0.059020618556701036,0.17411923217228992,1.1600000000000001
51.78,893.67,1.6,25.81,2.59,IrO2,1.93,Pt/C,0.06,Nafion_212,46.87,18.86,14917.58,14.92,1.43,155.61,9.34,92.22,46274.232599999996,19.066993812673353,23.22,3.2391793248386134,2.485153764581124,0.0276168404789494,1.5486,0.03089996137504828,0.1741246768941556,1.99
44.98,4388.48,2.4,15.07,2.39,Ir_black,1.72,Pt/C,0.09,Nafion_115,121.14,22.79,101108.01,101.11,10.53,764.12,45.85,61.67,197393.83039999998,36.22651477629189,12.68,2.6969575135976243,5.315489249670908,0.23410404624277456,1.3563,0.053357047576700754,0.1741195129065189,1.81
73.78,3443.12,2.18,7.67,2.14,IrRuOx,0.85,Pt/C,0.1,Nafion_117,182.32,19.63,70018.22,70.02,7.51,599.52,35.97,67.84,254033.3936,18.885037297060116,5.529999999999999,1.777630096087548,9.287824758023433,0.10178910273786934,0.767,0.029547302792084576,0.1741211459374056,0.95
69.72,1200.37,1.67,15.98,2.4,IrO2,2.37,Pt/C,0.19,Nafion_115,124.25,21.55,18351.17,18.35,2.01,209.01,12.54,88.37,83689.79639999999,9.660925553319919,13.58,4.759249344857295,5.765661252900232,0.02882960413080895,3.0362,0.023952954675846242,0.17412131259528313,2.56
64.59,4926.76,2.5,14.58,3.35,IrO2,1.21,Pt/C,0.05,Nafion_117,181.58,16.28,93090.41,93.09,12.32,857.85,51.47,59.2,318219.42840000003,27.13272386826743,11.23,2.308320859603119,11.153562653562654,0.19074160086700728,0.7290000000000001,0.03870568199411673,0.17412051733796652,1.26
71.59,5359.77,2.5,21.77,2.81,IrO2,1.64,Pt/C,0.17,Nafion_212,47.34,19.62,90905.62,90.91,13.4,933.25,55.99,59.2,383705.9343,113.21863117870723,18.96,3.355484736603257,2.4128440366972477,0.18717698002514319,3.7009000000000003,0.03492107836289984,0.17412127759213547,1.8099999999999998
69.6,1064.64,1.58,7.31,3.86,IrRuOx,0.88,Pt/C,0.12,Nafion_115,127.91,21.59,16793.79,16.79,1.68,185.37,11.12,93.85,74098.944,8.323352357126105,3.4499999999999997,1.7650281309792457,5.924502084298286,0.02413793103448276,0.8771999999999999,0.022701149425287358,0.17411519386834987,1.0
46.49,2041.56,1.84,15.08,2.42,IrO2,0.71,Pt/C,0.08,Nafion_117,186.52,19.7,25131.13,25.13,3.76,355.48,21.33,80.42,94912.1244,10.945528629637572,12.66,1.1302170467538928,9.46802030456853,0.0808776080877608,1.2064000000000001,0.039578403957840395,0.1741217500342875,0.7899999999999999
72.31,4433.06,2.42,8.81,2.83,IrO2,2.12,Pt/C,0.11,Nafion_115,129.93,20.48,68433.1,68.43,10.72,771.89,46.31,61.22,320554.56860000006,34.118833217886554,5.98,4.368921090956787,6.34423828125,0.14825058774719957,0.9691000000000001,0.03346701701009542,0.17412126161161814,2.23
61.54,4074.39,2.24,12.48,2.9,Ir_black,1.42,Pt/C,0.08,Nafion_115,124.94,18.35,52982.02,52.98,9.15,709.43,42.57,65.93,250737.9606,32.61077317112214,9.58,2.627563186470382,6.808719346049045,0.14868378290542736,0.9984000000000001,0.036399090022749436,0.17411931602031225,1.5
69.7,1702.84,1.75,19.31,2.79,IrRuOx,0.93,Pt/C,0.13,Nafion_115,128.29,15.67,39136.29,39.14,2.98,296.5,17.79,84.55,118687.948,13.273365032348586,16.52,1.8671800670275431,8.186981493299298,0.042754662840746055,2.5103,0.025107604017216643,0.17412088041154777,1.06
72.44,1800.76,1.73,14.9,3.11,IrO2,1.72,Pt/C,0.1,Nafion_117,178.8,18.94,25235.12,25.24,3.12,313.55,18.81,85.45,130447.0544,10.071364653243847,11.790000000000001,3.549207328560111,9.440337909186907,0.04307012700165655,1.4900000000000002,0.02388183324130315,0.1741209267198294,1.82
53.05,2373.56,1.9,13.35,1.97,IrRuOx,1.1,Pt/C,0.06,Nafion_212,50.02,18.51,57534.06,57.53,4.52,413.29,24.8,77.72,125917.358,47.45221911235505,11.379999999999999,1.869760185892277,2.702323068611561,0.08520263901979265,0.8009999999999999,0.03581526861451461,0.17412241527494565,1.1600000000000001
41.5,2813.57,2.08,13.66,2.58,IrRuOx,1.18,Pt/C,0.05,Nafion_212,49.02,21.58,45787.28,45.79,5.85,489.9,29.39,71.17,116763.15500000001,57.396368829049365,11.08,1.786957474016617,2.271547729379055,0.14096385542168674,0.683,0.05012048192771085,0.17412042351887458,1.23
48.75,3397.32,2.15,14.66,1.65,IrO2,1.3,Pt/C,0.12,Nafion_115,126.18,17.33,59730.7,59.73,7.31,591.54,35.49,68.77,165619.35,26.924393723252496,13.01,2.116712683989163,7.281015579919217,0.14994871794871795,1.7591999999999999,0.0441025641025641,0.1741196001554166,1.42
57.51,2367.84,1.9,20.33,2.28,IrO2,0.66,Pt/C,0.22,Nafion_212,50.64,22.79,38828.64,38.83,4.5,412.29,24.74,77.92,136174.4784,46.75829383886256,18.049999999999997,1.1730234442427678,2.2220272049144363,0.0782472613458529,4.4726,0.033037732568249,0.17412071761605513,0.88
70.0,2725.21,1.9,23.15,2.52,IrRuOx,1.23,Pt/C,0.09,Nafion_117,175.03,22.64,30943.21,30.94,5.17,474.51,28.47,77.94,190764.7,15.56995943552534,20.63,2.476915830188686,7.731007067137809,0.07385714285714286,2.0835,0.027142857142857142,0.17411869177054246,1.32
71.25,4069.81,2.31,25.59,2.96,IrO2,1.68,Pt/C,0.16,Nafion_115,121.92,17.37,58788.52,58.79,9.41,708.64,42.52,64.01,289973.9625,33.3809875328084,22.63,3.425658765171242,7.018998272884283,0.1320701754385965,4.0944,0.03242105263157895,0.17412115061882497,1.8399999999999999
29.15,870.08,1.61,20.37,4.23,IrRuOx,1.41,Pt/C,0.15,Nafion_115,120.06,18.18,9406.68,9.41,1.4,151.5,9.09,91.74,25362.832,7.2470431450941195,16.14,1.8871914232215439,6.6039603960396045,0.048027444253859346,3.0555,0.05523156089193826,0.1741219198234645,1.5599999999999998
60.55,1957.79,1.91,12.32,2.81,IrO2,2.18,Pt/C,0.23,Nafion_115,119.0,21.86,34185.33,34.19,3.74,340.89,20.45,77.57,118544.18449999999,16.45201680672269,9.51,3.994126379378078,5.443732845379689,0.06176713459950455,2.8336,0.031544178364987616,0.1741197983440512,2.41
57.14,3878.12,2.23,18.35,3.25,IrO2,2.23,Pt/C,0.19,Nafion_115,120.91,22.79,59098.21,59.1,8.65,675.26,40.52,66.38,221595.7768,32.07443553055992,15.100000000000001,3.948759920606624,5.30539710399298,0.15138256912845643,3.4865000000000004,0.039026951347567375,0.17412045011500418,2.42
48.45,5112.42,2.5,14.33,2.57,IrO2,1.61,Pt/C,0.13,Nafion_117,180.8,18.84,101784.22,101.78,12.78,890.18,53.41,59.2,247696.749,28.276659292035397,11.76,2.61361463016784,9.596602972399152,0.2637770897832817,1.8629,0.05159958720330237,0.1741210620410686,1.7400000000000002
42.22,2925.33,2.05,11.17,2.9,IrO2,1.41,Pt/C,0.15,Nafion_117,175.54,17.97,37109.17,37.11,6.01,509.36,30.56,72.09,123507.4326,16.66474877520793,8.27,2.150692115215492,9.76850306065665,0.1423495973472288,1.6755,0.048555187115111316,0.1741205265730704,1.5599999999999998
53.91,3011.5,2.13,21.68,1.53,IrO2,2.12,Pt/C,0.22,Nafion_117,182.57,19.36,35871.43,35.87,6.41,524.36,31.46,69.56,162349.965,16.49504299720655,20.15,3.6346618796604333,9.430268595041323,0.11890187349285848,4.7696,0.03951029493600445,0.1741192096961647,2.3400000000000003
74.4,1345.33,1.64,4.95,2.01,IrO2,1.57,Pt/C,0.1,Nafion_117,180.17,20.29,19884.08,19.88,2.21,234.25,14.05,90.23,100092.552,7.467003385691291,2.9400000000000004,3.303807592872301,8.879743716116312,0.029704301075268814,0.49500000000000005,0.02204301075268817,0.17412084767306163,1.6700000000000002
53.28,2665.49,1.98,23.46,2.23,IrRuOx,0.65,Pt/C,0.08,Nafion_212,44.09,17.59,62213.85,62.21,5.29,464.12,27.85,74.61,142017.30719999998,60.45565887956452,21.23,1.1074023903263834,2.5065378055713476,0.09928678678678679,1.8768,0.037162162162162164,0.17412183125804262,0.73
60.83,3013.65,2.07,14.69,2.48,Ir_black,2.76,Pt/C,0.03,Nafion_117,183.27,20.59,56542.35,56.54,6.25,524.74,31.48,71.4,183320.3295,16.44377148469471,12.209999999999999,5.0709626923651685,8.900922778047596,0.10274535590991288,0.4407,0.03402926187736314,0.17412108240837523,2.7899999999999996
66.71,1922.74,1.79,17.44,1.43,IrRuOx,1.5,Pt/C,0.19,Nafion_117,184.05,14.99,28688.9,28.69,3.45,334.79,20.09,82.46,128265.98539999999,10.446835099157838,16.01,2.922867363054203,12.278185456971315,0.051716384350172395,3.3136,0.02683255883675611,0.17412130605282047,1.69
55.0,2015.45,1.8,17.83,1.75,Ir_black,2.09,Pt/C,0.18,Nafion_115,122.03,14.95,32403.39,32.4,3.62,350.93,21.06,82.39,110849.75,16.516020650659673,16.08,3.622498807342856,8.162541806020068,0.06581818181818182,3.2093999999999996,0.03272727272727273,0.1741199235902652,2.27
76.06,2398.66,1.9,23.25,2.05,IrO2,0.94,Pt/C,0.05,Nafion_115,129.1,18.45,25215.36,25.22,4.55,417.66,25.06,78.09,182442.0796,18.57986057319907,21.2,2.0111859969240764,6.997289972899729,0.05982119379437286,1.1625,0.024980278727320535,0.17412221823851654,0.99
75.46,695.65,1.55,17.43,4.42,Ir_black,1.98,Pt/C,0.13,Nafion_212,47.43,18.22,17986.37,17.99,1.08,121.13,7.27,95.59,52493.748999999996,14.666877503689648,13.01,4.210986084885727,2.6031833150384194,0.014312218393851049,2.2659000000000002,0.02054068380598993,0.17412491914037231,2.11
49.96,2199.03,1.81,17.04,2.17,IrO2,2.14,Pt/C,0.11,Nafion_115,127.49,17.93,39771.82,39.77,3.99,382.9,22.97,81.57,109863.53880000001,17.248646952702174,14.87,3.5268524961140058,7.110429447852761,0.07986389111289031,1.8743999999999998,0.03622898318654924,0.17412222661809978,2.25
60.08,1808.76,1.77,6.2,2.51,Ir_black,2.89,Pt/C,0.05,Nafion_117,173.68,19.15,24362.86,24.36,3.21,314.94,18.9,83.49,108670.3008,10.414325195762322,3.6900000000000004,5.27013775733999,9.069451697127938,0.05342876165113183,0.31000000000000005,0.029460719041278297,0.17411928614078154,2.94
52.29,2218.25,1.83,15.53,1.89,Ir_black,1.71,Pt/C,0.26,Nafion_212,44.62,17.97,37610.57,37.61,4.07,386.24,23.17,80.75,115992.2925,49.71425369789333,13.639999999999999,2.884620562503897,2.4830272676683363,0.07783515012430675,4.0378,0.03499713138267355,0.17411923813817198,1.97
51.55,1410.74,1.74,8.81,2.84,IrRuOx,0.47,Pt/C,0.07,Nafion_115,125.09,16.85,15525.58,15.53,2.46,245.64,14.74,84.93,72723.647,11.277799984011512,5.970000000000001,0.7870034992354129,7.42373887240356,0.047720659553831236,0.6167000000000001,0.03375363724539283,0.1741213831039029,0.54
34.55,5070.73,2.47,19.31,2.06,Ir_black,2.82,Pt/C,0.05,Nafion_117,179.38,17.88,125836.56,125.84,12.5,882.92,52.98,60.03,175193.72149999996,28.268090088081166,17.25,3.983802977058941,10.032438478747205,0.36179450072358904,0.9655,0.0714905933429812,0.17412088594738825,2.8699999999999997
63.84,3282.76,2.07,15.43,1.91,IrRuOx,0.85,Pt/C,0.13,Nafion_115,125.01,22.95,39596.04,39.6,6.81,571.6,34.3,71.39,209571.39840000003,26.259979201663867,13.52,1.609431595684526,5.447058823529412,0.10667293233082706,2.0059,0.03242481203007518,0.1741217755790859,0.98
60.27,3696.89,2.22,18.21,2.59,IrO2,1.69,Pt/C,0.17,Nafion_212,46.45,18.63,65867.92,65.87,8.2,643.7,38.62,66.7,222811.5603,79.58858988159311,15.620000000000001,3.0877063351977894,2.493290391841117,0.13605442176870747,3.0957000000000003,0.03683424589347935,0.17411932732648255,1.8599999999999999
36.29,4322.65,2.45,5.11,1.15,IrO2,2.65,Pt/C,0.04,Nafion_117,178.0,18.85,56191.08,56.19,10.57,752.66,45.16,60.5,156868.9685,24.28455056179775,3.9600000000000004,3.8093540725345467,9.442970822281167,0.2912648112427666,0.20440000000000003,0.06751171121521081,0.17412004210380208,2.69
51.26,2870.48,2.02,6.87,1.18,IrRuOx,0.47,Pt/C,0.15,Nafion_117,181.35,19.66,54184.53,54.18,5.79,499.81,29.99,73.43,147140.80479999998,15.828398125172319,5.69,0.7847244952406244,9.224313326551373,0.11295357003511511,1.0305,0.03940694498634413,0.17412070455115522,0.62
72.9,1231.46,1.59,18.89,1.94,IrO2,1.85,Pt/C,0.12,Nafion_117,179.78,23.14,24491.33,24.49,1.96,214.42,12.87,92.93,89773.43400000001,6.84981644231839,16.95,3.8350621438828356,7.769230769230769,0.02688614540466392,2.2668,0.021810699588477367,0.17411852597729524,1.9700000000000002
49.35,3032.84,2.15,6.41,1.38,IrRuOx,0.48,Pt/C,0.05,Nafion_117,180.91,17.31,55169.29,55.17,6.53,528.08,31.68,68.76,149670.654,16.764357968050412,5.03,0.7862588814415407,10.451184286539574,0.13232016210739614,0.3205,0.04356636271529888,0.17412062621173555,0.53
43.94,3252.01,2.04,6.38,1.66,Ir_black,1.97,Pt/C,0.06,Nafion_115,123.65,20.26,56402.46,56.4,6.64,566.24,33.97,72.49,142893.3194,26.300121310149617,4.72,3.0569984710149294,6.103158933859822,0.1511151570323168,0.3828,0.04642694583522986,0.17412000578104003,2.03
59.81,4058.05,2.17,3.22,2.18,IrO2,2.14,Pt/C,0.13,Nafion_115,132.86,20.46,90755.38,90.76,8.82,706.59,42.4,68.09,242711.97050000002,30.543805509558933,1.04,3.89193253163612,6.49364613880743,0.14746697876609263,0.4186,0.03628155826784819,0.17412057515309076,2.27
77.19,2604.14,1.95,25.65,3.46,IrRuOx,0.89,Pt/C,0.08,Nafion_117,174.12,19.84,27066.51,27.07,5.09,453.43,27.21,75.75,201013.5666,14.956007351252008,22.189999999999998,1.925847602358653,8.776209677419356,0.06594118409120353,2.052,0.025262339681305868,0.1741189029775665,0.97
49.48,1449.63,1.67,19.31,2.73,Ir_black,3.4,Pt/C,0.23,Nafion_212,51.46,15.61,20246.14,20.25,2.42,252.41,15.14,88.68,71727.6924,28.170034978624177,16.58,5.576578585537834,3.296604740550929,0.04890864995957963,4.4413,0.033751010509296686,0.17412029276436056,3.63
65.79,2065.26,1.77,12.98,2.58,Ir_black,2.21,Pt/C,0.19,Nafion_212,53.55,20.23,26918.14,26.92,3.65,359.6,21.58,83.7,135873.45540000004,38.56694677871149,10.4,4.266921109547941,2.6470588235294117,0.055479556163550686,2.4662,0.02690378476972184,0.17411851292331232,2.4
68.42,2346.48,1.92,11.97,2.09,Ir_black,1.9,Pt/C,0.27,Nafion_115,129.4,15.22,61260.9,61.26,4.5,408.57,24.51,77.22,160546.1616,18.13353941267388,9.88,3.7661523601422924,8.501971090670171,0.06577024261911722,3.2319000000000004,0.028061970184156678,0.1741203845760458,2.17
49.25,3530.3,2.18,12.92,4.1,IrRuOx,0.69,Pt/C,0.07,Nafion_212,49.39,19.78,51517.59,51.52,7.71,614.7,36.88,67.74,173867.27500000002,71.47803199028144,8.82,1.129117459865386,2.496966632962588,0.1565482233502538,0.9044000000000001,0.044263959390862945,0.17412117950315836,0.76
67.45,3179.85,2.05,20.1,2.31,Ir_black,1.94,Pt/C,0.25,Nafion_117,177.36,20.61,60806.63,60.81,6.51,553.68,33.22,72.35,214480.8825,17.92878890392422,17.790000000000003,3.80831933759344,8.605531295487628,0.09651593773165307,5.025,0.030392883617494437,0.17412142082173687,2.19
55.17,2321.04,1.82,17.86,1.59,IrRuOx,0.84,Pt/C,0.1,Nafion_115,132.18,17.03,42618.03,42.62,4.24,404.14,24.25,81.11,128051.7768,17.559691330004537,16.27,1.4584097253333126,7.761597181444509,0.07685336233460215,1.786,0.032988943266267896,0.17412022196946197,0.94
64.56,6322.89,2.5,9.67,2.86,IrO2,0.91,Pt/C,0.09,Nafion_115,119.89,21.36,79517.79,79.52,15.81,1100.94,66.06,59.2,408205.7784,52.73909416965552,6.8100000000000005,1.735489177818557,5.612827715355805,0.24488847583643122,0.8703,0.03872366790582404,0.17411974587569926,1.0
64.6,3338.9,2.15,9.41,1.67,IrO2,1.46,Pt/C,0.04,Nafion_212,47.09,14.53,43137.65,43.14,7.16,581.37,34.88,68.97,215692.93999999997,70.90465066893184,7.74,2.7855251956341816,3.2408809359944946,0.1108359133126935,0.3764,0.033281733746130034,0.1741202192338794,1.5
61.41,1904.01,1.78,7.32,2.2,IrRuOx,0.92,Pt/C,0.04,Nafion_212,48.81,21.38,25556.5,25.56,3.39,331.53,19.89,83.07,116925.25409999999,39.00860479409957,5.12,1.7001532449045675,2.282974742750234,0.05520273571079629,0.2928,0.028985507246376812,0.17412198465344192,0.9600000000000001
39.95,1316.16,1.77,17.84,2.57,IrO2,1.98,Pt/C,0.15,Nafion_117,186.19,18.95,19523.27,19.52,2.32,229.17,13.75,83.85,52580.592000000004,7.068908104624309,15.27,2.9523363640441334,9.82532981530343,0.05807259073842302,2.6759999999999997,0.04430538172715895,0.17412016776075856,2.13
70.48,1567.84,1.65,19.88,3.77,IrRuOx,1.14,Pt/C,0.11,Nafion_212,51.14,17.09,20164.86,20.16,2.58,272.99,16.38,89.88,110501.3632,30.657802111849822,16.11,2.3067238299079422,2.9923932124049153,0.036606129398410896,2.1868,0.023410896708286034,0.1741185325033167,1.25
53.18,1935.09,1.73,11.37,2.53,IrRuOx,1.21,Pt/C,0.07,Nafion_117,175.16,16.21,16824.7,16.82,3.34,336.94,20.22,85.77,102908.08619999999,11.047556519753368,8.84,2.0594117002427765,10.805675508945095,0.06280556600225648,0.7959,0.03253102670176758,0.17412110031057987,1.28
46.49,1602.41,1.7,3.92,3.11,IrO2,0.64,Pt/C,0.14,Nafion_212,49.07,22.57,35304.84,35.3,2.72,279.01,16.74,87.19,74496.0409,32.6555940493173,0.81,1.0187871970739315,2.174124944616748,0.058507205850720584,0.5488000000000001,0.03656700365670036,0.17411898328143233,0.78
35.05,1711.15,1.77,6.78,4.71,IrRuOx,0.68,Pt/C,0.07,Nafion_212,48.16,15.37,42446.41,42.45,3.02,297.95,17.88,83.79,59975.807499999995,35.53052325581396,2.0700000000000003,0.9654485366507843,3.1333767078724786,0.08616262482168331,0.4746000000000001,0.05049928673323824,0.1741226660433042,0.75
63.24,2069.81,1.83,26.26,1.73,IrRuOx,1.15,Pt/C,0.13,Nafion_117,176.45,16.92,29139.87,29.14,3.8,360.4,21.62,80.65,130894.7844,11.730291867384528,24.53,2.164440594976906,10.428486997635932,0.06008855154965211,3.4138,0.028937381404174574,0.17412226242988485,1.2799999999999998
65.95,1656.74,1.71,11.95,2.05,IrO2,1.61,Pt/C,0.09,Nafion_212,52.94,18.18,23270.92,23.27,2.84,288.47,17.31,86.4,109262.00300000001,31.294673214960333,9.899999999999999,3.113458539870147,2.911991199119912,0.04306292645943897,1.0755,0.025928733889310083,0.17411905308014536,1.7000000000000002
31.41,5126.51,2.5,19.98,2.3,IrO2,0.62,Pt/C,0.19,Nafion_117,173.14,19.91,41095.8,41.1,12.82,892.63,53.56,59.2,161023.6791,29.609044703707987,17.68,0.8487965120667385,8.696132596685082,0.408150270614454,3.7962000000000002,0.0795924864692773,0.17412040550003802,0.81
