City,Latitude,Longitude,Solar_Irradiance_kWh/m²/day,Wind_Speed_m/s,PV_Power_kW,Wind_Power_kW,System_Efficiency_%,Hydrogen_Production_kg/day,Feasibility_Score,Latitude_Band,Total_Renewable_Power_kW,PV_to_Wind_Ratio,Efficiency_Factor,H2_per_kW,Latitude_Abs
City 655,-3.88,104.15,6.75,9.69,1189.06,17370.69,75.67,266.82,4.53,Equatorial,18559.75,0.06844814753199027,201.902694,0.014376271232101724,3.88
City 656,-43.41,-69.19,4.27,7.63,738.0,8136.55,77.24,130.63,3.48,Subtropical,8874.55,0.0906906870003871,100.898612,0.014719619586345224,43.41
City 657,-23.11,148.96,5.73,1.25,990.52,37.17,74.19,14.78,1.89,Tropical,1027.69,25.950222687974847,10.965282,0.014381768821337172,23.11
City 658,-12.8,163.01,7.18,5.68,1229.01,3527.24,73.81,68.19,3.28,Equatorial,4756.25,0.3483351472688933,50.331039000000004,0.014336925098554533,12.8
City 659,23.97,-62.37,5.16,6.48,883.86,5111.36,70.98,79.81,3.18,Tropical,5995.219999999999,0.172886885900054,56.649138,0.013312272110114393,23.97
City 660,14.2,-52.41,5.54,5.22,960.26,2694.92,75.24,51.78,2.92,Equatorial,3655.1800000000003,0.35619009466156265,38.959272,0.014166197013553367,14.2
City 661,-13.71,2.03,6.16,7.85,1094.82,9549.76,75.15,149.96,3.81,Equatorial,10644.58,0.11463171517240511,112.69494,0.01408792080100859,13.71
City 662,68.25,158.8,1.82,12.69,320.74,37256.72,74.68,535.25,4.96,Polar,37577.46,0.008608685662998165,399.7247,0.014243911110543395,68.25
City 663,18.75,135.47,6.43,6.62,1099.43,5680.9,77.41,99.23,3.49,Tropical,6780.33,0.19349689364473155,76.813943,0.014634980893260359,18.75
City 664,-29.16,-143.08,4.82,8.04,859.97,9537.55,78.33,161.08,3.72,Tropical,10397.519999999999,0.09015730902495664,126.17396400000001,0.015492155821772888,29.16
City 665,-46.77,-38.62,3.44,8.42,606.09,10773.25,77.51,171.04,3.62,Temperate,11379.34,0.056253567533703044,132.573104,0.01503074870774579,46.77
City 666,-40.13,19.21,3.96,12.45,710.42,35465.61,71.44,511.64,5.14,Subtropical,36176.03,0.020030671101636158,365.515616,0.014143066555395935,40.13
City 667,-28.03,1.13,5.4,3.1,953.73,584.39,76.22,22.77,2.34,Tropical,1538.12,1.6292215446112848,17.355294,0.014803786440589812,28.03
City 668,-39.11,-110.21,4.18,8.26,718.49,10601.75,70.8,159.84,3.6,Subtropical,11320.24,0.0677644950602438,113.16672,0.014119841982148789,39.11
City 669,-35.75,129.17,4.18,7.74,729.87,9145.51,76.95,146.44,3.51,Subtropical,9875.380000000001,0.07979764959531012,112.68558000000002,0.014828796461503252,35.75
City 670,-22.94,63.7,6.23,8.33,1098.98,10998.71,73.82,177.96,3.97,Tropical,12097.689999999999,0.09990990671572252,131.370072,0.014710246336284037,22.94
City 671,-37.46,121.65,3.95,5.64,672.55,3231.29,71.32,51.0,2.76,Subtropical,3903.84,0.20807229549328804,36.3732,0.013064060002459117,37.46
City 672,56.58,129.16,3.06,5.3,520.18,2891.17,78.62,48.56,2.62,Temperate,3411.35,0.17985803047538698,38.177872,0.014234833716856963,56.58
City 673,-49.57,89.41,3.86,9.35,660.56,14888.73,76.14,226.82,3.98,Temperate,15549.289999999999,0.044363463944611485,172.70074799999998,0.014587161214434872,49.57
City 674,8.19,-21.88,5.61,5.52,968.04,3296.17,73.55,62.62,3.01,Equatorial,4264.21,0.29359723641789776,46.05701,0.014685017857938515,8.19
City 675,-6.65,39.8,6.77,8.39,1180.81,10824.68,70.31,158.98,4.0,Equatorial,12005.49,0.10907490337789404,111.778838,0.013242274992524252,6.65
City 676,67.71,-122.27,1.73,7.6,303.02,8188.72,75.37,117.92,3.07,Polar,8491.74,0.037000043957546774,88.876304,0.013886435524403716,67.71
City 677,-45.43,62.51,4.23,11.43,725.1,29154.2,79.23,450.83,4.91,Temperate,29879.3,0.024870349028646693,357.192609,0.015088372217555298,45.43
City 678,-8.28,-115.47,5.94,10.75,1049.65,24707.47,75.96,377.58,4.84,Equatorial,25757.120000000003,0.04248138391409909,286.80976799999996,0.014659247617746082,8.28
City 679,66.03,69.82,2.72,9.66,479.35,16888.56,79.72,257.94,3.98,Polar,17367.91,0.02838143800075313,205.629768,0.014851527904048329,66.03
City 680,52.52,-97.34,3.88,6.02,670.47,4297.97,71.36,68.89,2.87,Temperate,4968.4400000000005,0.15596061382145024,49.159904,0.013865519156918468,52.52
City 681,46.22,-137.68,4.2,7.6,713.78,8083.42,75.68,132.83,3.45,Temperate,8797.2,0.08829081121465733,100.52574400000002,0.015099122448051653,46.22
City 682,-26.47,-120.5,5.27,6.68,900.43,5852.58,77.98,104.24,3.36,Tropical,6753.01,0.15382552215908896,81.286352,0.015436079614868035,26.47
City 683,-37.78,-179.28,4.24,9.19,737.31,14981.24,75.26,219.82,3.98,Subtropical,15718.55,0.04921226732451222,165.436532,0.013984750501795649,37.78
City 684,26.92,78.75,4.83,5.21,828.05,2605.9,70.91,45.42,2.77,Tropical,3433.95,0.31763780735739766,32.207322,0.013226750535098065,26.92
City 685,60.82,83.66,3.48,13.97,604.4,50723.39,75.83,729.5,5.81,Polar,51327.79,0.011915372466775844,553.17985,0.014212573734423398,60.82
City 686,12.38,5.38,5.78,2.45,1019.56,269.11,76.12,18.43,2.23,Equatorial,1288.67,3.7746103439339524,14.028916000000002,0.014301566731591485,12.38
City 687,14.31,-121.91,5.48,1.08,961.55,23.83,77.29,13.86,1.85,Equatorial,985.38,38.725332259363675,10.712394,0.01406563965170797,14.31
City 688,-23.6,-149.92,5.68,9.13,978.82,13995.26,77.61,226.9,4.2,Tropical,14974.08,0.06993439676027739,176.09708999999998,0.01515285079283669,23.6
City 689,40.03,-173.11,3.8,2.32,658.99,239.87,77.71,13.08,1.92,Subtropical,898.86,2.735874122970897,10.164468,0.014551765569721648,40.03
City 690,-35.68,-120.33,4.03,7.06,709.33,7028.39,76.63,117.17,3.28,Subtropical,7737.72,0.10090918273136076,89.78737100000001,0.015142703535408362,35.68
City 691,-17.92,140.71,5.02,13.59,897.27,45202.47,72.16,660.43,5.8,Tropical,46099.74,0.019849582344010314,476.56628799999993,0.01432611116678749,17.92
City 692,-4.69,-93.05,6.43,4.44,1141.53,1669.32,74.04,37.56,2.82,Equatorial,2810.85,0.6834199434838834,27.809424000000003,0.013362506003522068,4.69
City 693,5.99,-52.46,6.54,1.8,1147.88,111.11,77.76,19.56,2.19,Equatorial,1258.99,10.23887253590224,15.209856,0.015536263195100833,5.99
City 694,-28.49,-142.08,5.13,6.71,890.25,5977.5,79.53,106.08,3.36,Tropical,6867.75,0.148908589110981,84.365424,0.015446106803538277,28.49
City 695,-45.07,-99.95,4.32,8.38,750.29,11188.67,70.79,160.92,3.65,Temperate,11938.96,0.0670520220882296,113.915268,0.013478560946682124,45.07
City 696,19.38,6.92,5.91,6.34,1056.1,4863.51,75.36,83.77,3.3,Tropical,5919.610000000001,0.2171030586842251,63.129071999999994,0.014151270100564056,19.38
City 697,-22.48,38.79,5.33,7.9,908.38,9352.07,73.13,142.83,3.68,Tropical,10260.449999999999,0.09712105223204788,104.451579,0.01392044208587343,22.48
City 698,15.56,-91.67,5.81,2.96,1045.4,479.95,72.25,20.55,2.32,Tropical,1525.3500000000001,2.173614720864955,14.847375,0.013472317828695053,15.56
City 699,-39.93,-159.22,4.46,12.21,787.79,32987.14,75.06,487.89,5.15,Subtropical,33774.93,0.02388100693158208,366.21023399999996,0.014445329716449448,39.93
City 700,2.55,-39.23,7.46,4.87,1318.64,2170.22,76.06,48.26,3.11,Equatorial,3488.8599999999997,0.6073267563858108,36.706556,0.013832598613873873,2.55
City 701,9.24,-95.69,6.42,6.74,1093.26,5545.08,70.1,89.54,3.43,Equatorial,6638.34,0.19712301301099155,62.76754,0.013488311836995394,9.24
City 702,-53.26,-100.96,3.04,7.76,534.68,8911.6,77.8,136.34,3.35,Temperate,9446.28,0.05999147274644884,106.07252,0.014433194866127194,53.26
City 703,-16.24,165.55,5.37,8.84,938.35,12859.52,78.2,194.6,4.04,Tropical,13797.87,0.0729636126688501,152.1772,0.014103626139396877,16.24
City 704,-42.53,41.87,3.3,7.61,564.59,8403.06,79.66,136.47,3.37,Subtropical,8967.65,0.06718062460287053,108.712002,0.015218033710057819,42.53
City 705,-51.76,20.48,3.71,9.87,640.98,17565.38,71.81,250.44,4.08,Temperate,18206.36,0.036489020503939915,179.840964,0.013755632647053007,51.76
City 706,68.69,-30.32,2.48,8.54,443.74,12358.54,75.95,183.3,3.51,Polar,12802.28,0.03590263068042985,139.21635000000003,0.014317762148617278,68.69
City 707,-18.09,-25.58,6.02,3.32,1056.88,722.25,74.27,23.97,2.47,Tropical,1779.13,1.4612927756653993,17.802518999999997,0.013472877192785237,18.09
City 708,45.28,14.73,3.77,10.25,655.76,19786.76,73.35,296.69,4.27,Temperate,20442.519999999997,0.03313967826575621,217.62211499999998,0.01451337702005428,45.28
City 709,-26.9,70.71,5.82,5.58,993.75,3247.82,75.66,61.69,3.07,Tropical,4241.57,0.30588028884333385,46.674654000000004,0.014544142852764425,26.9
City 710,28.6,72.77,4.76,4.72,842.53,2028.2,77.82,40.73,2.7,Tropical,2870.73,0.41520303567908534,31.696085999999994,0.014188028828904145,28.6
City 711,38.83,-118.19,4.76,6.28,842.58,4494.77,70.23,71.3,3.05,Subtropical,5337.35,0.18741617120092888,50.07399,0.013358689237168256,38.83
City 712,17.43,0.04,5.76,7.49,1014.62,7863.55,79.69,134.39,3.69,Tropical,8878.17,0.12901183157332588,107.09539099999998,0.015137128484811621,17.43
City 713,1.3,-31.7,6.6,2.56,1156.46,309.65,78.1,20.75,2.39,Equatorial,1466.1100000000001,3.7227104458393696,16.20575,0.014153099017126953,1.3
City 714,-6.46,133.39,6.84,4.35,1193.17,1634.52,77.51,42.11,2.9,Equatorial,2827.69,0.7295355605556643,32.639461000000004,0.014892014329717896,6.46
City 715,-14.65,47.31,6.18,5.5,1087.18,3282.51,77.6,66.52,3.13,Equatorial,4369.6900000000005,0.3311029964885138,51.619519999999994,0.015223047859230286,14.65
City 716,60.84,11.7,2.92,5.29,503.18,2837.13,73.89,48.12,2.55,Polar,3340.31,0.17729279490368657,35.555868000000004,0.014405848558966084,60.84
City 717,47.98,-138.46,3.68,5.12,660.6,2555.95,77.52,45.89,2.65,Temperate,3216.5499999999997,0.25835468038092263,35.573928,0.014266838693631377,47.98
City 718,65.45,38.03,2.4,11.39,422.01,29317.68,73.87,433.31,4.56,Polar,29739.69,0.014393894950250147,320.086097,0.014570091349304584,65.45
City 719,-43.84,-137.81,5.13,6.54,887.25,5560.71,78.99,95.16,3.3,Subtropical,6447.96,0.15952827457742313,75.166884,0.014758156067965681,43.84
City 720,35.01,-58.61,5.14,10.14,897.13,20806.87,71.77,309.88,4.44,Subtropical,21704.0,0.043114936800354865,222.40087599999998,0.014277552524880206,35.01
City 721,61.98,-128.58,3.02,12.62,538.18,36642.79,72.92,491.94,5.03,Polar,37180.97,0.014686799591417807,358.722648,0.013230961967909927,61.98
City 722,-36.44,69.15,4.51,9.44,773.15,15421.58,75.51,232.02,4.1,Subtropical,16194.73,0.05013104162857317,175.198302,0.014326882881035992,36.44
City 723,-51.36,-105.75,3.91,13.68,675.92,49601.09,73.19,706.33,5.74,Temperate,50277.009999999995,0.013626845159145511,516.962927,0.014048767020950531,51.36
City 724,36.35,-38.93,4.71,7.43,833.55,7817.3,74.24,118.79,3.45,Subtropical,8650.85,0.10661524883926173,88.189696,0.013731598629036453,36.35
City 725,14.68,142.44,5.99,7.09,1036.4,6429.34,74.92,109.32,3.54,Equatorial,7465.74,0.16117343717439514,81.90254399999999,0.014642888715653102,14.68
City 726,49.44,-106.45,3.39,7.48,602.73,7593.47,78.56,123.98,3.32,Temperate,8196.2,0.07936432693789033,97.398688,0.015126522046802177,49.44
City 727,-41.83,2.81,4.03,14.31,690.61,57998.19,75.23,796.35,6.07,Subtropical,58688.8,0.011907235256216508,599.094105,0.013569028502883003,41.83
City 728,43.38,-29.06,2.38,13.3,422.37,46410.18,73.62,662.6,5.37,Subtropical,46832.55,0.00910060894810259,487.8061200000001,0.014148279348444618,43.38
City 729,-33.79,-173.48,4.74,7.41,809.06,7609.89,72.48,115.83,3.42,Subtropical,8418.95,0.10630294223146043,83.953584,0.013758247762488195,33.79
City 730,-38.72,105.39,4.05,8.84,688.16,13660.69,74.09,195.52,3.81,Subtropical,14348.85,0.05037151333400187,144.860768,0.013626179101461093,38.72
City 731,-38.65,-155.14,5.09,11.26,911.23,27412.76,75.16,425.57,4.91,Subtropical,28323.989999999998,0.033239876616706354,319.858412,0.015025072385634934,38.65
City 732,45.89,-9.27,3.8,8.22,667.57,10899.09,77.46,177.35,3.63,Temperate,11566.66,0.061244448440333984,137.37530999999998,0.015332861863320958,45.89
City 733,26.48,21.84,4.55,5.01,789.89,2365.36,71.21,41.76,2.67,Tropical,3155.25,0.3337995909329096,29.737295999999997,0.013235084383170906,26.48
City 734,8.0,46.23,6.42,6.98,1105.5,6211.22,72.22,100.83,3.53,Equatorial,7316.72,0.1779557066555917,72.81942599999999,0.013780765151597983,8.0
City 735,-13.35,67.91,5.54,5.53,976.38,3192.97,73.8,57.33,3.0,Equatorial,4169.349999999999,0.3056947936267404,42.30954,0.013750344777962994,13.35
City 736,54.04,-88.82,3.45,9.86,604.79,18137.29,73.6,269.7,4.09,Temperate,18742.08,0.033343275468635684,198.49919999999997,0.014390078369103108,54.04
City 737,-8.98,-176.41,6.52,2.81,1172.46,424.98,73.92,23.45,2.41,Equatorial,1597.44,2.7523827409737547,17.33424,0.014679737580128204,8.98
City 738,46.16,80.44,4.25,4.32,763.9,1469.86,77.94,32.59,2.51,Temperate,2233.7599999999998,0.5193560230069484,25.400646000000002,0.01458975001790703,46.16
City 739,-2.91,12.84,6.4,4.88,1128.76,2324.58,73.24,49.6,2.94,Equatorial,3453.34,0.48536709122025473,36.32704,0.014362906635315375,2.91
City 740,-11.0,121.0,6.25,7.36,1089.69,7377.45,75.02,120.67,3.66,Equatorial,8467.14,0.1476854894998272,90.526634,0.014251565463663057,11.0
City 741,0.15,115.7,6.31,3.45,1103.18,755.66,76.24,26.63,2.56,Equatorial,1858.8400000000001,1.4579599820262734,20.302711999999996,0.0143261388823137,0.15
City 742,-20.82,123.6,5.89,9.67,1042.08,17245.77,72.32,262.89,4.37,Tropical,18287.85,0.060421748536102694,190.12204799999995,0.014375117906150805,20.82
City 743,37.19,-5.37,4.66,5.96,796.28,4036.45,77.19,70.95,3.03,Subtropical,4832.73,0.1972234950278022,54.766305,0.014681142956465602,37.19
City 744,5.35,-59.89,6.87,1.9,1191.0,129.21,75.47,18.87,2.24,Equatorial,1320.21,9.146762921434606,14.241189000000002,0.014293180630354263,5.35
City 745,-29.81,104.96,4.91,6.81,839.07,6180.94,74.47,101.13,3.3,Tropical,7020.009999999999,0.13572923710032775,75.311511,0.014405962384668968,29.81
City 746,56.94,-17.53,3.22,9.49,549.98,16256.86,78.1,243.12,3.97,Temperate,16806.84,0.03382856046244709,189.87671999999998,0.014465539030537567,56.94
City 747,-10.09,-113.96,7.1,6.93,1220.14,6408.47,72.43,103.05,3.62,Equatorial,7628.610000000001,0.19036519400200017,74.639115,0.013508358665602252,10.09
City 748,10.66,127.79,6.11,3.13,1068.55,595.65,78.83,26.06,2.48,Equatorial,1664.1999999999998,1.7909159473728316,20.543098,0.01565917557985819,10.66
City 749,57.84,137.72,3.02,13.2,537.18,41555.81,75.61,616.07,5.39,Temperate,42092.99,0.012926401232433384,465.810527,0.014635928690264106,57.84
City 750,21.15,-12.13,4.98,11.03,870.14,25702.75,76.09,397.38,4.81,Tropical,26572.89,0.033852647959928026,302.366442,0.014954338801688487,21.15
City 751,-44.8,-152.75,3.43,8.38,594.54,11643.58,78.75,178.7,3.63,Subtropical,12238.119999999999,0.05105723005896305,140.72625,0.014601915980559106,44.8
City 752,62.18,-40.38,2.7,13.34,460.61,42833.42,78.18,646.03,5.44,Polar,43294.03,0.010753268049386451,505.0662540000001,0.014921918795732344,62.18
City 753,21.6,109.27,6.04,3.52,1060.01,819.67,76.02,28.5,2.54,Tropical,1879.6799999999998,1.2916397577589043,21.665699999999998,0.015162155260469868,21.6
City 754,-16.46,144.64,5.72,8.33,987.83,11492.61,77.53,180.34,3.94,Tropical,12480.44,0.08594601696072861,139.817602,0.0144498110643535,16.46
City 755,-41.89,-106.75,3.95,10.81,695.69,23614.7,74.33,331.07,4.49,Subtropical,24310.39,0.02945879224414267,246.084331,0.01361845696428564,41.89
City 756,43.22,-155.89,3.77,10.48,677.91,21780.16,75.47,322.42,4.38,Subtropical,22458.07,0.031123686709064163,243.330374,0.014356531972694004,43.22
City 757,20.61,135.85,5.29,6.02,905.18,4359.72,70.62,69.81,3.07,Tropical,5264.900000000001,0.20757581316846757,49.299822000000006,0.013259511101825295,20.61
City 758,9.35,-39.81,6.49,1.0,1117.58,18.4,70.9,14.75,1.91,Equatorial,1135.98,57.60721649484536,10.45775,0.012984383527879012,9.35
City 759,56.21,15.03,2.32,8.02,404.84,9339.63,78.29,150.89,3.34,Temperate,9744.47,0.043341830261984474,118.13178099999999,0.015484680028775295,56.21
City 760,42.52,168.5,4.66,6.69,838.1,5896.17,70.6,95.0,3.18,Subtropical,6734.27,0.14211901640956595,67.07,0.014106948488848827,42.52
City 761,-40.28,-156.04,3.85,5.58,683.78,3433.89,71.69,56.5,2.74,Subtropical,4117.67,0.1990689658184105,40.50485,0.01372135212389531,40.28
City 762,-19.48,53.39,6.0,6.25,1073.47,4632.19,77.96,86.96,3.33,Tropical,5705.66,0.23169134009181583,67.794016,0.015241006299008352,19.48
City 763,-27.7,-153.32,4.43,5.72,767.23,3565.32,70.01,59.81,2.85,Tropical,4332.55,0.21513212499158796,41.87298100000001,0.013804803175958731,27.7
City 764,36.71,-44.83,4.76,5.61,857.23,3472.77,72.82,61.18,2.9,Subtropical,4330.0,0.24677223880682947,44.551276,0.01412933025404157,36.71
City 765,-55.64,109.37,3.44,6.92,588.53,6446.04,75.84,96.5,3.12,Temperate,7034.57,0.09128685412220182,73.18560000000001,0.013717967125211634,55.64
City 766,14.09,-23.95,6.21,3.62,1058.33,878.88,75.95,26.95,2.59,Equatorial,1937.21,1.2028117470564168,20.468525,0.013911759695644767,14.09
City 767,39.12,178.99,3.76,10.72,672.16,22189.62,77.77,322.56,4.46,Subtropical,22861.78,0.03029027580121691,250.854912,0.014109137608707634,39.12
City 768,53.98,21.26,3.35,7.75,599.88,8809.57,75.06,127.27,3.35,Temperate,9409.449999999999,0.06808640076635224,95.528862,0.013525763992581926,53.98
City 769,-15.53,-64.38,5.32,4.27,909.46,1530.37,75.09,34.1,2.63,Tropical,2439.83,0.5938865199135416,25.605690000000003,0.013976383600496757,15.53
City 770,46.76,-100.76,3.6,7.53,616.11,8465.71,77.25,131.79,3.36,Temperate,9081.82,0.07276852520046158,101.807775,0.014511408506224522,46.76
City 771,-45.62,-53.81,4.32,9.41,736.08,16587.95,74.99,240.09,4.07,Temperate,17324.030000000002,0.044371705261635,180.043491,0.013858784589959724,45.62
City 772,50.04,-45.89,3.9,10.14,666.33,20628.14,76.08,293.73,4.28,Temperate,21294.47,0.03230042551458762,223.469784,0.013793722032058088,50.04
City 773,-43.43,-155.26,3.97,1.0,682.82,19.16,78.98,10.57,1.62,Subtropical,701.98,33.870039682539684,8.348186,0.015057409042992678,43.43
City 774,-8.35,-46.95,5.93,7.39,1065.25,7621.37,74.01,119.24,3.61,Equatorial,8686.619999999999,0.13975312140449755,88.24952400000001,0.013726858087495483,8.35
City 775,43.65,-12.87,4.27,11.96,753.96,33409.63,73.85,494.31,5.06,Subtropical,34163.59,0.02256647061129946,365.047935,0.014468912664037943,43.65
City 776,-40.51,80.19,4.17,5.43,742.07,3111.19,70.04,48.62,2.72,Subtropical,3853.26,0.23843981247931523,34.053448,0.012617887191624752,40.51
City 777,-30.2,56.42,3.73,4.59,662.34,1843.5,76.13,37.56,2.5,Subtropical,2505.84,0.3590891840607211,28.594427999999997,0.01498898572933627,30.2
City 778,33.89,75.16,5.02,6.26,880.05,4466.31,70.3,74.83,3.09,Subtropical,5346.360000000001,0.19699774584705335,52.60549,0.013996438698478964,33.89
City 779,33.6,-176.99,4.64,5.47,825.01,3249.98,75.04,59.42,2.87,Subtropical,4074.99,0.25377270853711803,44.58876800000001,0.014581630875167792,33.6
City 780,23.35,-101.64,5.97,6.89,1049.9,6198.29,78.04,110.12,3.52,Tropical,7248.1900000000005,0.1693581039118996,85.93764800000001,0.015192758467976143,23.35
City 781,30.21,58.21,4.34,2.16,751.01,187.42,75.5,14.08,1.93,Subtropical,938.43,3.9858295297739095,10.6304,0.015003782914015964,30.21
City 782,10.55,-5.76,4.67,2.26,820.61,222.49,72.7,13.97,1.98,Equatorial,1043.1,3.671797395856638,10.156190000000002,0.013392771546352222,10.55
City 783,-27.27,-178.09,5.23,10.57,917.16,22878.17,77.86,370.35,4.71,Tropical,23795.329999999998,0.04008711854494722,288.35451,0.015563978310029744,27.27
City 784,-15.06,109.62,6.09,3.19,1085.74,595.41,72.7,23.89,2.43,Tropical,1681.15,1.8204590801629752,17.36803,0.014210510662344229,15.06
City 785,-36.39,98.21,3.61,10.75,648.64,24425.8,77.33,377.2,4.53,Subtropical,25074.44,0.026554440205020714,291.68876,0.015043207345807125,36.39
City 786,58.1,17.43,2.44,10.7,425.5,22749.68,76.1,330.2,4.27,Temperate,23175.18,0.01870273767641231,251.2822,0.014248001525770241,58.1
City 787,15.84,-156.07,7.27,1.06,1291.18,21.94,71.7,17.97,2.05,Tropical,1313.1200000000001,56.28509154315606,12.884490000000001,0.013684964055074933,15.84
City 788,-7.89,95.95,6.29,6.38,1076.42,4879.27,79.05,90.9,3.42,Equatorial,5955.6900000000005,0.22056566542424907,71.85645000000001,0.015262715151393037,7.89
City 789,0.06,30.14,7.36,3.71,1308.59,995.31,72.01,31.92,2.75,Equatorial,2303.8999999999996,1.3134365809838304,22.985592,0.013854768002083427,0.06
City 790,63.15,101.51,2.25,9.18,391.62,15398.9,79.9,244.88,3.77,Polar,15790.52,0.02543003525996922,195.65912,0.01550803900061556,63.15
City 791,-40.06,90.63,3.15,8.62,536.8,12560.63,70.07,166.71,3.55,Subtropical,13097.429999999998,0.04273330769971731,116.81369699999999,0.012728451306859439,40.06
City 792,16.21,109.08,5.78,6.81,1003.63,6272.03,72.63,98.88,3.4,Tropical,7275.66,0.15999126418971374,71.816544,0.01359051962296204,16.21
City 793,5.77,6.48,6.46,6.35,1138.28,4670.99,72.0,78.92,3.34,Equatorial,5809.2699999999995,0.24363922011819375,56.822399999999995,0.013585183680565717,5.77
City 794,19.49,-129.48,5.44,8.89,930.57,12766.26,70.14,177.93,3.96,Tropical,13696.83,0.07288721307469262,124.80010200000001,0.01299059709436417,19.49
City 795,-57.65,61.62,2.91,10.78,521.14,23979.1,77.32,347.54,4.39,Temperate,24500.239999999998,0.021732186271116467,268.717928,0.0141851671657094,57.65
City 796,53.38,43.37,3.4,5.9,579.92,3813.2,76.93,61.78,2.82,Temperate,4393.12,0.15204236799328824,47.527354,0.014062898350147504,53.38
City 797,61.18,87.21,2.64,8.93,473.83,14013.65,77.92,211.48,3.7,Polar,14487.48,0.033809620646965854,164.785216,0.01459743171345189,61.18
City 798,13.47,-118.84,5.43,12.7,960.66,39664.62,72.57,559.74,5.49,Equatorial,40625.280000000006,0.024218958382599336,406.203318,0.013778120421570016,13.47
City 799,30.56,-109.81,5.1,8.87,884.43,13905.55,74.44,199.57,3.98,Subtropical,14789.98,0.06359808867044665,148.559908,0.013493594987958064,30.56
City 800,59.92,140.55,1.83,15.92,318.35,74623.35,76.59,1141.83,6.67,Temperate,74941.70000000001,0.004266033807999668,874.5275969999999,0.0152362436400562,59.92
City 801,31.94,89.99,3.74,10.68,663.32,23128.36,74.4,345.7,4.45,Subtropical,23791.68,0.028678701010317623,257.2008,0.014530289580223002,31.94
City 802,-40.17,146.96,4.56,8.62,802.22,12177.51,76.97,194.44,3.86,Subtropical,12979.73,0.06587176920657782,149.660468,0.014980280791665157,40.17
City 803,14.92,93.14,6.21,6.25,1097.28,4501.07,76.34,78.41,3.33,Equatorial,5598.349999999999,0.2437278851728205,59.858194000000005,0.014005912456348746,14.92
City 804,18.87,34.98,5.65,5.8,982.52,3734.25,71.15,64.46,3.06,Tropical,4716.77,0.2630399571648484,45.86329,0.013666131696054714,18.87
City 805,-4.86,55.49,5.96,1.0,1042.6,18.89,77.81,15.74,1.9,Equatorial,1061.49,52.41830065359476,12.247294,0.014828213172050608,4.86
City 806,35.74,140.09,4.14,7.62,745.57,8355.78,77.21,140.29,3.47,Subtropical,9101.35,0.08921737798530056,108.31790899999999,0.015414196794980963,35.74
City 807,61.47,28.37,2.57,13.17,441.69,42808.71,76.56,645.53,5.37,Polar,43250.4,0.010317519086207311,494.217768,0.014925411094463865,61.47
City 808,60.32,47.66,1.98,8.53,344.77,11205.68,71.55,158.28,3.36,Polar,11550.45,0.030764686776101394,113.24933999999999,0.013703362206667272,60.32
City 809,-1.39,-123.67,6.53,5.17,1129.7,2630.11,72.68,53.84,3.03,Equatorial,3759.8100000000004,0.42936251239970963,39.13091200000001,0.014319872546751032,1.39
City 810,-45.28,-9.39,4.16,10.66,738.43,22596.77,73.93,315.89,4.46,Temperate,23335.2,0.03267711814041828,233.537477,0.013537059892351468,45.28
City 811,68.03,77.9,2.95,8.53,524.32,11168.37,72.8,153.48,3.51,Polar,11692.69,0.04694266552186918,111.73343999999999,0.01312614975681387,68.03
City 812,49.06,-82.46,3.36,7.78,580.39,8757.7,72.28,130.81,3.34,Temperate,9338.09,0.06626439996803178,94.54946799999999,0.014008217954635263,49.06
City 813,-43.79,-107.19,4.31,5.83,736.66,3685.94,78.05,62.81,2.95,Subtropical,4422.6,0.19980254628499514,49.023205,0.014202053090941979,43.79
City 814,59.71,-67.02,1.86,7.92,316.98,9317.41,76.38,134.16,3.2,Temperate,9634.39,0.03401653286343915,102.471408,0.013925116172378325,59.71
City 815,53.09,-93.06,3.61,6.09,629.77,4124.43,75.65,70.1,2.9,Temperate,4754.200000000001,0.15265560196149247,53.030649999999994,0.014744857178915481,53.09
City 816,7.45,-102.63,6.08,2.49,1057.96,294.9,72.26,18.13,2.24,Equatorial,1352.8600000000001,3.5753970936127075,13.100738000000002,0.01340123885694011,7.45
City 817,16.87,-27.05,5.97,9.24,1074.46,15268.8,79.18,249.2,4.32,Tropical,16343.259999999998,0.07036503425061233,197.31655999999998,0.015247875882779814,16.87
City 818,-8.13,146.82,6.31,2.52,1101.83,309.79,71.91,20.13,2.28,Equatorial,1411.62,3.5452556388558185,14.475482999999999,0.01426021167169635,8.13
City 819,-52.88,2.54,3.96,9.6,683.1,17370.5,77.95,262.22,4.13,Temperate,18053.6,0.03932302909938693,204.40049000000002,0.014524526964151198,52.88
City 820,-16.42,-112.35,5.41,4.39,968.47,1594.19,79.67,37.64,2.72,Tropical,2562.66,0.6071189011967226,29.987788000000002,0.01468786339194431,16.42
City 821,44.37,-152.29,4.21,11.38,736.0,28089.23,77.27,405.67,4.81,Subtropical,28825.23,0.02620128065879133,313.461209,0.014073434973459016,44.37
City 822,-59.4,70.62,2.7,13.22,475.6,45308.89,79.93,668.26,5.46,Temperate,45784.49,0.010496604604425216,534.140218,0.014595772498503315,59.4
City 823,-16.65,-42.19,5.76,7.82,983.97,9033.09,76.51,138.91,3.75,Tropical,10017.06,0.10891744492251018,106.280041,0.013867342314012295,16.65
